Year.ID.ForecastYear.Quarter,YEAR FORECAST MADE,YEAR BEING FORECAST,QUARTER,FORECASTER ID,INDUSTRY,BIN 1,BIN 2,BIN 3,BIN 4,BIN 5,BIN 6,BIN 7,BIN 8,BIN 9,BIN 10,INDICATOR,TDIST
2015-559-2015-4,2015,2015,4,559,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,90.0,5.0,0.0,Unemployment,0.0
2015-563-2015-4,2015,2015,4,563,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,99.92,0.0,0.0,Unemployment,0.0
2015-568-2015-4,2015,2015,4,568,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,98.0,1.0,0.0,Unemployment,0.0
2015-569-2015-4,2015,2015,4,569,1.0,,,,,,,,,,,Unemployment,0.0
2015-570-2015-4,2015,2015,4,570,2.0,0.0,0.0,0.0,0.0,0.0,2.0,33.0,55.0,10.0,0.0,Unemployment,0.0
2015-572-2015-4,2015,2015,4,572,1.0,0.0,0.0,0.0,0.0,1.0,3.0,18.0,70.0,6.0,2.0,Unemployment,0.0
2015-574-2015-4,2015,2015,4,574,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,97.0,0.0,0.0,Unemployment,0.0
2015-575-2015-4,2015,2015,4,575,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,80.0,5.0,0.0,Unemployment,0.0
2015-576-2015-4,2015,2015,4,576,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,97.0,2.0,0.0,Unemployment,0.0
2015-578-2015-4,2015,2015,4,578,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,95.0,0.0,0.0,Unemployment,0.0
2015-579-2015-4,2015,2015,4,579,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,Unemployment,0.0
2016-421-2016-1,2016,2016,1,421,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0,70.0,0.0,Unemployment,0.75
2016-422-2016-1,2016,2016,1,422,1.0,1.0,1.0,2.0,2.0,2.0,3.0,6.0,20.0,50.0,13.0,Unemployment,0.75
2016-424-2016-1,2016,2016,1,424,1.0,,,,,,,,,,,Unemployment,0.75
2016-426-2016-1,2016,2016,1,426,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,45.0,45.0,5.0,Unemployment,0.75
2016-433-2016-1,2016,2016,1,433,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,90.0,2.0,Unemployment,0.75
2016-456-2016-1,2016,2016,1,456,1.0,,,,,,,,,,,Unemployment,0.75
2016-472-2016-1,2016,2016,1,472,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,85.0,0.0,Unemployment,0.75
2016-484-2016-1,2016,2016,1,484,2.0,,,,,,,,,,,Unemployment,0.75
2016-504-2016-1,2016,2016,1,504,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,63.0,10.0,Unemployment,0.75
2016-506-2016-1,2016,2016,1,506,2.0,1.0,2.0,2.0,2.0,4.0,6.0,16.0,31.0,31.0,5.0,Unemployment,0.75
2016-507-2016-1,2016,2016,1,507,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,65.0,0.0,Unemployment,0.75
2016-508-2016-1,2016,2016,1,508,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,60.0,0.0,Unemployment,0.75
2016-510-2016-1,2016,2016,1,510,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,90.0,0.0,Unemployment,0.75
2016-512-2016-1,2016,2016,1,512,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,30.0,50.0,Unemployment,0.75
2016-518-2016-1,2016,2016,1,518,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,85.0,10.0,0.0,Unemployment,0.75
2016-520-2016-1,2016,2016,1,520,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,90.0,0.0,Unemployment,0.75
2016-524-2016-1,2016,2016,1,524,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,50.0,20.0,Unemployment,0.75
2016-527-2016-1,2016,2016,1,527,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,Unemployment,0.75
2016-528-2016-1,2016,2016,1,528,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,70.0,0.0,Unemployment,0.75
2016-532-2016-1,2016,2016,1,532,2.0,,,,,,,,,,,Unemployment,0.75
2016-533-2016-1,2016,2016,1,533,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,75.0,0.0,Unemployment,0.75
2016-535-2016-1,2016,2016,1,535,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,90.0,0.0,Unemployment,0.75
2016-542-2016-1,2016,2016,1,542,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,75.0,15.0,Unemployment,0.75
2016-546-2016-1,2016,2016,1,546,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,20.0,70.0,2.0,Unemployment,0.75
2016-548-2016-1,2016,2016,1,548,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,Unemployment,0.75
2016-549-2016-1,2016,2016,1,549,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,85.0,5.0,Unemployment,0.75
2016-553-2016-1,2016,2016,1,553,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,25.0,50.0,10.0,Unemployment,0.75
2016-555-2016-1,2016,2016,1,555,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,60.0,20.0,Unemployment,0.75
2016-556-2016-1,2016,2016,1,556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,50.0,15.0,Unemployment,0.75
2016-557-2016-1,2016,2016,1,557,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,65.0,20.0,Unemployment,0.75
2016-563-2016-1,2016,2016,1,563,2.0,0.0,0.0,0.0,0.08,0.44,2.96,17.68,54.04,24.8,0.0,Unemployment,0.75
2016-568-2016-1,2016,2016,1,568,2.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,38.0,37.0,5.0,Unemployment,0.75
2016-569-2016-1,2016,2016,1,569,1.0,,,,,,,,,,,Unemployment,0.75
2016-570-2016-1,2016,2016,1,570,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,42.0,54.0,0.0,Unemployment,0.75
2016-572-2016-1,2016,2016,1,572,1.0,0.0,0.0,0.0,0.0,1.0,3.0,13.0,34.0,46.0,3.0,Unemployment,0.75
2016-574-2016-1,2016,2016,1,574,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,60.0,0.0,Unemployment,0.75
2016-576-2016-1,2016,2016,1,576,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,55.0,0.0,Unemployment,0.75
2016-577-2016-1,2016,2016,1,577,2.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,24.0,55.0,13.0,Unemployment,0.75
2016-578-2016-1,2016,2016,1,578,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,80.0,8.0,Unemployment,0.75
2016-579-2016-1,2016,2016,1,579,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,60.0,10.0,Unemployment,0.75
2016-421-2016-2,2016,2016,2,421,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0,70.0,0.0,Unemployment,0.5
2016-422-2016-2,2016,2016,2,422,1.0,0.0,0.0,0.0,1.0,2.0,5.0,12.0,30.0,45.0,5.0,Unemployment,0.5
2016-424-2016-2,2016,2016,2,424,1.0,,,,,,,,,,,Unemployment,0.5
2016-426-2016-2,2016,2016,2,426,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,90.0,5.0,Unemployment,0.5
2016-429-2016-2,2016,2016,2,429,2.0,,,,,,,,,,,Unemployment,0.5
2016-433-2016-2,2016,2016,2,433,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,90.0,2.0,Unemployment,0.5
2016-446-2016-2,2016,2016,2,446,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,33.0,52.0,6.0,Unemployment,0.5
2016-456-2016-2,2016,2016,2,456,1.0,,,,,,,,,,,Unemployment,0.5
2016-463-2016-2,2016,2016,2,463,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,70.0,0.0,Unemployment,0.5
2016-472-2016-2,2016,2016,2,472,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,55.0,0.0,Unemployment,0.5
2016-484-2016-2,2016,2016,2,484,2.0,,,,,,,,,,,Unemployment,0.5
2016-504-2016-2,2016,2016,2,504,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,63.0,10.0,Unemployment,0.5
2016-506-2016-2,2016,2016,2,506,2.0,2.0,3.0,2.0,2.0,3.0,3.0,5.0,40.0,35.0,5.0,Unemployment,0.5
2016-507-2016-2,2016,2016,2,507,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,73.0,3.0,Unemployment,0.5
2016-508-2016-2,2016,2016,2,508,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,60.0,0.0,Unemployment,0.5
2016-510-2016-2,2016,2016,2,510,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,90.0,0.0,Unemployment,0.5
2016-518-2016-2,2016,2016,2,518,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,65.0,30.0,0.0,Unemployment,0.5
2016-520-2016-2,2016,2016,2,520,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,85.0,0.0,Unemployment,0.5
2016-523-2016-2,2016,2016,2,523,2.0,1.59,1.31,2.19,3.66,6.1,10.18,16.96,28.27,19.79,9.95,Unemployment,0.5
2016-524-2016-2,2016,2016,2,524,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,50.0,20.0,Unemployment,0.5
2016-532-2016-2,2016,2016,2,532,2.0,,,,,,,,,,,Unemployment,0.5
2016-533-2016-2,2016,2016,2,533,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,75.0,0.0,Unemployment,0.5
2016-535-2016-2,2016,2016,2,535,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,70.0,0.0,Unemployment,0.5
2016-542-2016-2,2016,2016,2,542,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,60.0,10.0,Unemployment,0.5
2016-546-2016-2,2016,2016,2,546,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,30.0,65.0,1.0,Unemployment,0.5
2016-548-2016-2,2016,2016,2,548,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,85.0,0.0,Unemployment,0.5
2016-549-2016-2,2016,2016,2,549,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,65.0,0.0,Unemployment,0.5
2016-553-2016-2,2016,2016,2,553,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,25.0,50.0,10.0,Unemployment,0.5
2016-555-2016-2,2016,2016,2,555,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,Unemployment,0.5
2016-556-2016-2,2016,2016,2,556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,35.0,50.0,10.0,Unemployment,0.5
2016-557-2016-2,2016,2016,2,557,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,85.0,5.0,Unemployment,0.5
2016-559-2016-2,2016,2016,2,559,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,40.0,47.0,3.0,Unemployment,0.5
2016-563-2016-2,2016,2016,2,563,2.0,0.0,0.0,0.0,0.0,0.0,0.04,1.0,36.08,62.88,0.0,Unemployment,0.5
2016-568-2016-2,2016,2016,2,568,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,44.0,44.0,5.0,Unemployment,0.5
2016-569-2016-2,2016,2016,2,569,1.0,,,,,,,,,,,Unemployment,0.5
2016-570-2016-2,2016,2016,2,570,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,39.0,58.0,0.0,Unemployment,0.5
2016-572-2016-2,2016,2016,2,572,1.0,0.0,0.0,0.0,0.0,1.0,3.0,13.0,34.0,46.0,3.0,Unemployment,0.5
2016-574-2016-2,2016,2016,2,574,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,60.0,0.0,Unemployment,0.5
2016-576-2016-2,2016,2016,2,576,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,55.0,0.0,Unemployment,0.5
2016-577-2016-2,2016,2016,2,577,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,36.0,45.0,13.0,Unemployment,0.5
2016-578-2016-2,2016,2016,2,578,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,95.0,0.0,Unemployment,0.5
2016-579-2016-2,2016,2016,2,579,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,55.0,0.0,Unemployment,0.5
2016-411-2016-3,2016,2016,3,411,2.0,,,,,,,,,,,Unemployment,0.25
2016-421-2016-3,2016,2016,3,421,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,90.0,0.0,Unemployment,0.25
2016-422-2016-3,2016,2016,3,422,1.0,0.0,0.0,0.0,0.0,5.0,5.0,10.0,20.0,45.0,15.0,Unemployment,0.25
2016-424-2016-3,2016,2016,3,424,1.0,,,,,,,,,,,Unemployment,0.25
2016-426-2016-3,2016,2016,3,426,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,55.0,0.0,Unemployment,0.25
2016-433-2016-3,2016,2016,3,433,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,85.0,0.0,Unemployment,0.25
2016-446-2016-3,2016,2016,3,446,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,26.0,59.0,7.0,Unemployment,0.25
2016-456-2016-3,2016,2016,3,456,1.0,,,,,,,,,,,Unemployment,0.25
2016-463-2016-3,2016,2016,3,463,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,70.0,20.0,Unemployment,0.25
2016-472-2016-3,2016,2016,3,472,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,Unemployment,0.25
2016-484-2016-3,2016,2016,3,484,2.0,,,,,,,,,,,Unemployment,0.25
2016-504-2016-3,2016,2016,3,504,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,68.0,10.0,Unemployment,0.25
2016-506-2016-3,2016,2016,3,506,2.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,30.0,60.0,0.0,Unemployment,0.25
2016-507-2016-3,2016,2016,3,507,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,80.0,0.0,Unemployment,0.25
2016-508-2016-3,2016,2016,3,508,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,60.0,0.0,Unemployment,0.25
2016-510-2016-3,2016,2016,3,510,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,Unemployment,0.25
2016-512-2016-3,2016,2016,3,512,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,60.0,30.0,0.0,Unemployment,0.25
2016-518-2016-3,2016,2016,3,518,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,65.0,0.0,Unemployment,0.25
2016-520-2016-3,2016,2016,3,520,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,90.0,0.0,Unemployment,0.25
2016-523-2016-3,2016,2016,3,523,2.0,0.4,0.4,0.8,1.6,3.3,6.6,13.2,26.4,27.8,19.5,Unemployment,0.25
2016-527-2016-3,2016,2016,3,527,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,Unemployment,0.25
2016-528-2016-3,2016,2016,3,528,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,80.0,0.0,Unemployment,0.25
2016-535-2016-3,2016,2016,3,535,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,Unemployment,0.25
2016-542-2016-3,2016,2016,3,542,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,65.0,5.0,Unemployment,0.25
2016-546-2016-3,2016,2016,3,546,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,80.0,2.0,Unemployment,0.25
2016-548-2016-3,2016,2016,3,548,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,95.0,0.0,Unemployment,0.25
2016-549-2016-3,2016,2016,3,549,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,95.0,0.0,Unemployment,0.25
2016-553-2016-3,2016,2016,3,553,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,28.0,65.0,3.0,Unemployment,0.25
2016-555-2016-3,2016,2016,3,555,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,70.0,20.0,Unemployment,0.25
2016-557-2016-3,2016,2016,3,557,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,85.0,5.0,Unemployment,0.25
2016-559-2016-3,2016,2016,3,559,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,40.0,47.0,3.0,Unemployment,0.25
2016-563-2016-3,2016,2016,3,563,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,46.0,53.92,0.0,Unemployment,0.25
2016-568-2016-3,2016,2016,3,568,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,80.0,0.0,Unemployment,0.25
2016-569-2016-3,2016,2016,3,569,1.0,,,,,,,,,,,Unemployment,0.25
2016-570-2016-3,2016,2016,3,570,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,31.0,67.0,0.0,Unemployment,0.25
2016-572-2016-3,2016,2016,3,572,1.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,35.0,50.0,3.0,Unemployment,0.25
2016-574-2016-3,2016,2016,3,574,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,67.0,0.0,Unemployment,0.25
2016-575-2016-3,2016,2016,3,575,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.2,62.8,2.0,Unemployment,0.25
2016-576-2016-3,2016,2016,3,576,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,70.0,0.0,Unemployment,0.25
2016-578-2016-3,2016,2016,3,578,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,95.0,0.0,Unemployment,0.25
2016-411-2016-4,2016,2016,4,411,2.0,,,,,,,,,,,Unemployment,0.0
2016-421-2016-4,2016,2016,4,421,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,65.0,0.0,Unemployment,0.0
2016-422-2016-4,2016,2016,4,422,1.0,0.0,0.0,1.0,1.0,1.0,2.0,5.0,20.0,40.0,30.0,Unemployment,0.0
2016-424-2016-4,2016,2016,4,424,1.0,,,,,,,,,,,Unemployment,0.0
2016-426-2016-4,2016,2016,4,426,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,Unemployment,0.0
2016-429-2016-4,2016,2016,4,429,2.0,,,,,,,,,,,Unemployment,0.0
2016-433-2016-4,2016,2016,4,433,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,90.0,0.0,Unemployment,0.0
2016-446-2016-4,2016,2016,4,446,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,33.0,52.0,6.0,Unemployment,0.0
2016-456-2016-4,2016,2016,4,456,1.0,,,,,,,,,,,Unemployment,0.0
2016-463-2016-4,2016,2016,4,463,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,70.0,0.0,Unemployment,0.0
2016-472-2016-4,2016,2016,4,472,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,90.0,0.0,Unemployment,0.0
2016-484-2016-4,2016,2016,4,484,2.0,,,,,,,,,,,Unemployment,0.0
2016-504-2016-4,2016,2016,4,504,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,26.0,70.0,2.0,Unemployment,0.0
2016-506-2016-4,2016,2016,4,506,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,Unemployment,0.0
2016-507-2016-4,2016,2016,4,507,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,97.0,0.0,Unemployment,0.0
2016-508-2016-4,2016,2016,4,508,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,40.0,40.0,0.0,Unemployment,0.0
2016-510-2016-4,2016,2016,4,510,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,Unemployment,0.0
2016-512-2016-4,2016,2016,4,512,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,60.0,30.0,0.0,Unemployment,0.0
2016-518-2016-4,2016,2016,4,518,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,65.0,0.0,Unemployment,0.0
2016-527-2016-4,2016,2016,4,527,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,Unemployment,0.0
2016-532-2016-4,2016,2016,4,532,2.0,,,,,,,,,,,Unemployment,0.0
2016-535-2016-4,2016,2016,4,535,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,90.0,0.0,Unemployment,0.0
2016-546-2016-4,2016,2016,4,546,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,95.0,0.0,Unemployment,0.0
2016-548-2016-4,2016,2016,4,548,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,95.0,0.0,Unemployment,0.0
2016-549-2016-4,2016,2016,4,549,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,95.0,0.0,Unemployment,0.0
2016-553-2016-4,2016,2016,4,553,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,28.0,65.0,3.0,Unemployment,0.0
2016-555-2016-4,2016,2016,4,555,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,80.0,0.0,Unemployment,0.0
2016-556-2016-4,2016,2016,4,556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,95.0,0.0,Unemployment,0.0
2016-557-2016-4,2016,2016,4,557,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,85.0,5.0,Unemployment,0.0
2016-559-2016-4,2016,2016,4,559,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,40.0,47.0,3.0,Unemployment,0.0
2016-560-2016-4,2016,2016,4,560,2.0,,,,,,,,,,,Unemployment,0.0
2016-563-2016-4,2016,2016,4,563,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.92,67.08,0.0,Unemployment,0.0
2016-568-2016-4,2016,2016,4,568,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,85.0,0.0,Unemployment,0.0
2016-569-2016-4,2016,2016,4,569,1.0,,,,,,,,,,,Unemployment,0.0
2016-570-2016-4,2016,2016,4,570,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,32.0,66.0,0.0,Unemployment,0.0
2016-572-2016-4,2016,2016,4,572,1.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,35.0,50.0,3.0,Unemployment,0.0
2016-574-2016-4,2016,2016,4,574,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,95.0,0.0,Unemployment,0.0
2016-575-2016-4,2016,2016,4,575,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,35.0,60.0,2.0,Unemployment,0.0
2016-576-2016-4,2016,2016,4,576,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,70.0,0.0,Unemployment,0.0
2016-577-2016-4,2016,2016,4,577,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,80.0,0.0,Unemployment,0.0
2016-578-2016-4,2016,2016,4,578,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,Unemployment,0.0
2016-583-2016-4,2016,2016,4,583,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,90.0,0.0,Unemployment,0.0
2017-411-2017-1,2017,2017,1,411,2.0,,,,,,,,,,,Unemployment,0.75
2017-421-2017-1,2017,2017,1,421,2.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,30.0,55.0,5.0,Unemployment,0.75
2017-422-2017-1,2017,2017,1,422,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,16.0,60.0,10.0,Unemployment,0.75
2017-424-2017-1,2017,2017,1,424,1.0,,,,,,,,,,,Unemployment,0.75
2017-426-2017-1,2017,2017,1,426,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,75.0,10.0,Unemployment,0.75
2017-429-2017-1,2017,2017,1,429,2.0,,,,,,,,,,,Unemployment,0.75
2017-433-2017-1,2017,2017,1,433,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,90.0,0.0,Unemployment,0.75
2017-446-2017-1,2017,2017,1,446,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,19.0,66.0,8.0,Unemployment,0.75
2017-456-2017-1,2017,2017,1,456,1.0,,,,,,,,,,,Unemployment,0.75
2017-463-2017-1,2017,2017,1,463,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0,67.0,3.0,Unemployment,0.75
2017-472-2017-1,2017,2017,1,472,2.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,Unemployment,0.75
2017-484-2017-1,2017,2017,1,484,2.0,,,,,,,,,,,Unemployment,0.75
2017-504-2017-1,2017,2017,1,504,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,27.0,65.0,5.0,Unemployment,0.75
2017-506-2017-1,2017,2017,1,506,2.0,0.0,2.0,2.0,2.0,2.0,2.0,10.0,15.0,60.0,5.0,Unemployment,0.75
2017-508-2017-1,2017,2017,1,508,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,Unemployment,0.75
2017-510-2017-1,2017,2017,1,510,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,Unemployment,0.75
2017-512-2017-1,2017,2017,1,512,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,60.0,25.0,5.0,Unemployment,0.75
2017-518-2017-1,2017,2017,1,518,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,65.0,25.0,0.0,Unemployment,0.75
2017-523-2017-1,2017,2017,1,523,2.0,1.46,2.09,2.98,4.26,6.08,8.69,12.41,23.58,26.04,12.41,Unemployment,0.75
2017-527-2017-1,2017,2017,1,527,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,Unemployment,0.75
2017-532-2017-1,2017,2017,1,532,2.0,,,,,,,,,,,Unemployment,0.75
2017-535-2017-1,2017,2017,1,535,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,95.0,3.0,Unemployment,0.75
2017-542-2017-1,2017,2017,1,542,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,75.0,5.0,Unemployment,0.75
2017-546-2017-1,2017,2017,1,546,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,85.0,5.0,Unemployment,0.75
